1:1	r3ao				Par quel titre l'auteur Jean se présente-t-il dans cette lettre ?	John se présente comme l'aîné.

1:1	yuwd				Quelle relation Jean entretient-il avec Gaius, celui qui reçoit cette lettre ?	Jean aime Gaius en vérité.

1:2	i06l				Pour quoi Jean prie-t-il au sujet de Gaius ?	Jean prie pour que Gaius prospère en toutes choses et soit en bonne santé, comme son âme prospère.

1:4	n2vf				Quelle est la plus grande joie de John ?	La plus grande joie de John est d'entendre que ses enfants marchent dans la vérité.

1:5	h1gl				Pour qui Gaius travaillait-il ?	Gaius travaillait pour les frères, même s'ils étaient des étrangers.

1:6	bfoi				De quelle manière Gaius a-t-il envoyé les frères en voyage ?	Il les a envoyés d'une manière digne de Dieu.

1:7	uxbr				Pourquoi les frères ont-ils eu besoin de l'aide des croyants pour les envoyer en voyage ?	Ils avaient besoin d'aide car ils ne recevaient rien des païens.

1:8	y0oj				Pourquoi Jean dit-il que les croyants doivent accueillir des frères tels que ceux-là ?	Jean dit que les croyants doivent les accueillir afin qu'ils soient des compagnons de travail pour la vérité.

1:9	uz5o				Qu'est-ce que Diotrèphe aime ?	Diotrèphe aime être le premier parmi la congrégation.

1:9	r54s				Quelle est l'attitude de Diotrèphe à l'égard de Jean ?	Diotrèphe ne reçoit pas Jean.

1:10	osvj				Que fera Jean lorsqu'il viendra voir Gaius et l'assemblée ?	Quand Jean viendra, il se souviendra des mauvaises actions de Diotrèphe.

1:10	hnrs				Que fait Diotrèphe avec les frères qui ont été envoyés ?	Diotrèphe ne reçoit pas les frères.

1:10	mzkb				Que fait Diotrèphe avec ceux qui reçoivent ces frères ?	Diotrèphe leur interdit de recevoir les frères et les met hors de l'église.

1:11	b95i				Qu'est-ce que Jean dit à Gaius d'imiter ?	Jean dit à Gaius d'imiter ce qui est bon.

1:14	skpj				Qu'est-ce que John espère faire à l'avenir ?	Jean s'attend à venir parler avec Gaius en personne.
