1:1	bh82				Comment Paul est-il devenu un apôtre ?	Paul est devenu apôtre par Jésus-Christ et Dieu le Père.

1:4	q9lg				De quoi les croyants en Jésus-Christ ont-ils été délivrés ?	Les croyants en Jésus-Christ ont été délivrés du présent âge mauvais.

1:6	et4q				Avec quoi Paul s'étonne-t-il de l'église de Galatie ?	Paul s'étonne qu'ils se tournent si rapidement vers un autre évangile.

1:7	nnd7				Combien de vrais évangiles y a-t-il ?	Il n'y a qu'un seul véritable évangile, l'évangile du Christ.

1:8-9	duup				Que doit-il arriver, selon Paul, à quiconque proclame un autre évangile que celui du Christ ?	Paul dit que quiconque proclame un évangile différent doit être maudit.

1:10	hguy				Les serviteurs du Christ doivent d'abord chercher l'approbation de qui ?	Les serviteurs du Christ doivent d'abord chercher l'approbation de Dieu.

1:12	etbx				Comment Paul a-t-il reçu la connaissance de l'Évangile du Christ ?	Paul a reçu l'Évangile du Christ par révélation de Jésus-Christ directement à lui-même.

1:13-14	fmu8				Que faisait Paul dans sa vie avant de recevoir la révélation de l'Évangile du Christ ?	Paul suivait le judaïsme avec zèle, persécutant l'église de Dieu et la détruisant.

1:15	ws4e				Quand Dieu a-t-il choisi Paul pour être son apôtre ?	Il a plu à Dieu de choisir Paul dans le sein de sa mère pour en faire son apôtre.

1:16	gv0o				Dans quel but Dieu a-t-il choisi Paul comme son apôtre ?	Dieu a choisi Paul comme apôtre pour que celui-ci proclame le Christ parmi les païens.

1:18-19	n7ls				Où Paul a-t-il finalement rencontré certains des autres apôtres ?	Enfin, Paul se rend à Jérusalem et rencontre les apôtres Céphas et Jacques.

1:22-23	fxfg				Qu'est-ce que les églises de Judée entendaient dire de Paul ?	Les églises de Judée entendaient que Paul, qui avait autrefois persécuté l'église, proclamait maintenant la foi.

2:1-2	sg6l				Qu'a fait Paul lorsqu'il est monté à Jérusalem après 14 ans ?	Paul s'est entretenu en privé avec les dirigeants de l'église, leur expliquant l'évangile qu'il annonçait.

2:3	ryvx				Qu'est-ce que Titus, un Gentil, n'était pas tenu de faire ?	Titus n'était pas tenu d'être circoncis.

2:4	n7kn				Que désiraient faire les faux frères ?	Les faux frères voulaient faire de Paul et de ses compagnons des esclaves de la loi.

2:6	l735				Les dirigeants de l'église de Jérusalem ont-ils modifié le message de Paul ?	Non, ils n'ont rien ajouté au message de Paul.

2:7-8	gi1g				A qui Paul a-t-il été principalement envoyé pour proclamer l'Evangile ?	Paul a été envoyé en premier lieu aux incirconcis, les païens, pour proclamer l'évangile.

2:7-8	u2cc				À qui Pierre a-t-il été principalement envoyé pour annoncer l'Évangile ?	Pierre a été envoyé en premier lieu aux circoncis, les Juifs, pour proclamer l'Évangile.

2:9	bx0g				Comment les dirigeants de Jérusalem ont-ils montré leur approbation du ministère de Paul ?	Les dirigeants de Jérusalem ont donné à Paul et Barnabus la main droite de la fraternité pour montrer leur approbation.

2:11-12	gfg5				Quelle erreur Pierre a-t-il commise lorsqu'il est arrivé à Antioche ?	Pierre a cessé de manger avec les païens, car il craignait les hommes circoncis.

2:14	q11q				Qu'est-ce que Paul a demandé à Céphas devant tout le monde ?	Paul a demandé à Céphas comment il pouvait forcer les païens à vivre comme des Juifs alors que Céphas vivait comme un païen.

2:16	zqqn				Paul a dit que personne n'est justifié par quoi ?	Paul a dit que personne n'est justifié par les œuvres de la loi.

2:16	h9tg				Comment une personne est-elle justifiée devant Dieu ?	Une personne est justifiée devant Dieu par la foi en Jésus-Christ.

2:18	eljf				Si quelqu'un recommence à essayer de suivre la loi après avoir eu la foi en Christ, que devient-il selon Paul ?	Paul dit qu'il se montre en fait comme un transgresseur de la loi.

2:20	c7ji				Qui, selon Paul, vit maintenant en lui ?	Paul a dit que le Christ vivait maintenant en lui.

2:20	stq0				Qu'est-ce que Paul dit que le Fils de Dieu a fait pour lui ?	Paul dit que le Fils de Dieu l'a aimé et s'est donné lui-même pour lui.

3:6	n5o2				Comment Abraham a-t-il été considéré comme juste devant Dieu ?	Abraham a cru en Dieu, et cela lui a été crédité comme justice.

3:7	ihwt				Qui sont les fils d'Abraham ?	Ceux qui croient en Dieu sont les fils d'Abraham.

3:8	ibj7				L'Écriture prévoit que les païens seront justifiés de quelle manière ?	L'Écriture prévoyait que les païens seraient justifiés par la foi.

3:10	t6yk				Ceux qui comptent sur les œuvres de la loi pour être justifiés sont sous quoi ?	Ceux qui comptent sur les œuvres de la loi pour être justifiés sont sous la malédiction.

3:11	wofi				Combien de personnes ont été justifiées par Dieu par les œuvres de la loi ?	Personne n'a été justifié par les œuvres de la loi.

3:14	ks37				Pourquoi le Christ nous a-t-il rachetés en devenant une malédiction pour nous ?	Le Christ nous a rachetés en devenant une malédiction pour nous afin que la bénédiction sur Abraham parvienne aux Gentils.

3:16	kljb				Qui était le "descendant" dont il était question dans la promesse faite à Abraham ?	Le "descendant" dont parle la promesse faite à Abraham était le Christ.

3:17	rkbr				L'avènement de la loi juive 430 ans après Abraham a-t-il annulé la promesse faite par Dieu à Abraham ?	Non, la loi n'a pas annulé la promesse faite à Abraham.

3:19	r3x5				Pourquoi donc la loi a-t-elle existé ?	La loi est venue à cause des transgressions jusqu'à la venue du descendant d'Abraham.

3:22	jvvr				Sous quoi la loi dans les Écritures emprisonnait-elle tout le monde ?	La loi dans les écritures emprisonnait tout le monde sous le péché.

3:23-26	vaww				Comment sommes-nous libérés de l'emprisonnement de la loi ?	Nous sommes libérés de l'emprisonnement de la loi par la foi en Jésus-Christ.

3:27	dti9				Qui a été revêtu du Christ ?	Tous ceux qui ont été baptisés dans le Christ ont été revêtus du Christ.

3:28	bp4h				Quels sont les différents types de personnes qui ne font qu'un dans le Christ Jésus ?	Juifs, Grecs, esclaves, libres, hommes et femmes, tous ne font qu'un dans le Christ Jésus.

4:1-2	kml9				Comment vit l'héritier d'un patrimoine alors qu'il est encore un enfant ?	L'héritier vit comme un esclave sous tutelle et sous curatelle jusqu'au moment fixé par son père.

4:4-5	gsoo				Qu'est-ce que Dieu a fait au bon moment de l'histoire ?	Au moment opportun, Dieu a envoyé son Fils pour racheter ceux qui étaient sous la loi.

4:5	aa5k				Comment Dieu a-t-il fait entrer dans sa famille des enfants qui étaient sous la loi ?	Dieu a adopté comme fils les enfants qui étaient sous la loi.

4:6	ge9i				Qu'est-ce que Dieu envoie dans le cœur de ses enfants ?	Dieu envoie l'Esprit de son Fils dans le cœur de ses enfants.

4:8	lmva				Avant de connaître Dieu, de qui sommes-nous les esclaves ?	Avant de connaître Dieu, nous sommes esclaves des esprits qui gouvernent le monde, qui ne sont pas du tout des dieux.

4:9	et22				Paul était perplexe de voir que les Galates revenaient à quoi ?	Paul était perplexe à l'idée que les Galates retournent à nouveau vers les esprits dominants du monde.

4:9-11	dcls				En voyant les Galates faire demi-tour, que craint Paul pour eux ?	Paul craint que les Galates ne redeviennent des esclaves et qu'il n'ait travaillé en vain sur eux.

4:13	grkg				Lorsque Paul est arrivé chez les Galates, quel problème avait-il ?	Lorsque Paul est arrivé chez les Galates, il souffrait d'une maladie physique.

4:14	v4yn				Malgré le problème de Paul, comment les Galates l'ont-ils accueilli ?	Malgré le problème de Paul, les Galates ont reçu Paul comme un ange de Dieu, comme le Christ Jésus.

4:17	d3xb				Qui les faux enseignants de Galatie essaient-ils de séparer ?	Les faux enseignants tentent de séparer les Galates de Paul.

4:20-21	s4s2				Sous quoi les faux enseignants essaient-ils de mettre les Galates ?	Les faux enseignants essaient de remettre les Galates sous la loi.

4:22	tswh				De quelles deux sortes de femmes Abraham a-t-il eu deux fils ?	Abraham a eu deux fils, l'un d'une femme esclave et l'autre d'une femme libre.

