Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote

2TI	front	intro	s7fk			0		Introduction à 2 Timothée<br><br><br>### Première partie : Introduction générale<br><br>#### Schéma du livre de 2 Timothée<br><br>1. Paul salue Timothée et l'encourage à endurer les épreuves en servant Dieu (1:1-2:13).<br>2. Paul donne des instructions générales à Timothée (2:14-26).<br>3. Paul avertit Timothée des événements futurs et lui donne des instructions sur la façon de mener à bien son service à Dieu (3:1-4:8).<br>4. Paul fait des remarques personnelles (4:9-22).<br><br>### Qui a écrit le livre de 2 Timothée?<br><br>Paul a écrit 2 Timothée. Il était originaire de la ville de Tarse. Il avait été connu sous le nom de Saul au début de sa vie. Avant de devenir chrétien, Paul était un pharisien. Il a persécuté les chrétiens. Après être devenu chrétien, il a voyagé plusieurs fois dans l'Empire romain pour parler de Jésus aux gens.<br><br>Ce livre est la deuxième lettre que Paul a écrite à Timothée. Timothée était son disciple et un ami proche. Paul a écrit cette lettre alors qu'il était en prison à Rome. Paul mourrait peu de temps après avoir écrit cette lettre.<br><br>###De quoi parle le livre de 2 Timothée ? <br><br>Paul avait laissé Timothée dans la ville d'Éphèse pour aider les croyants de cette ville. Paul a écrit cette lettre pour instruire Timothée sur divers sujets. Les sujets qu'il a abordés comprennent des mises en garde contre les faux enseignants et des conseils pour supporter des situations difficiles. Cette lettre montre également comment Paul formait Timothée pour qu'il devienne un leader parmi les églises.<br><br>### Comment traduire le titre de ce livre?<br><br>Les traducteurs peuvent choisir d'appeler ce livre par son titre traditionnel, "2 Timothée" ou "Second Timothée". Ou ils peuvent choisir un titre différent, comme "La deuxième lettre de Paul à Timothée" ou "La deuxième lettre à Timothée." (Voir : [[rc://fr/ta/man/translate/translate-names]])<br><br>## Partie 2 : Concepts religieux et culturels importants<br><br>#### Qu'est-ce que l'imagerie du soldat dans 2 Timothée ? <br><br>Alors que Paul attendait en prison, sachant qu'il allait bientôt mourir, il a parlé d'être un soldat de Jésus-Christ. Les soldats doivent obéir à leurs chefs. De la même manière, les chrétiens doivent obéir à Jésus. En tant que "soldats" du Christ, les croyants doivent obéir à ses commandements, même s'ils en meurent.<br><br>#### Que signifie que Dieu a inspiré les Écritures?<br><br>Dieu est le véritable auteur des Écritures. Il a inspiré les auteurs humains qui ont écrit les livres. Cela signifie que Dieu a, d'une certaine manière, poussé ces personnes à écrire ce qu'elles ont écrit. C'est pourquoi la Bible est aussi appelée la parole de Dieu. Cela implique plusieurs choses à son sujet. Premièrement, tout ce que la Bible enseigne est exempt d'erreur et on peut lui faire confiance. Deuxièmement, Dieu préservera toujours ses Écritures pour chaque génération de personnes. Troisièmement, la parole de Dieu devrait être traduite dans toutes les langues du monde.<br><br>## Partie 3 : Questions importantes de traduction<br><br>### Singulier et pluriel "vous"<br><br>Dans ce livre, le mot "je" fait référence à Paul. Ici, le mot "tu" est presque toujours au singulier et se réfère à Timothée. L'exception à cette règle est 4:22. (Voir : [[rc://fr/ta/man/translate/figs-you]])<br><br>###Inclusif et exclusif "nous" et "nous"<br><br>Dans ce livre, "nous" et "nous" comprennent l'auteur, Paul, le destinataire, Timothée, et tous les croyants. (Voir : [[rc://fr/ta/man/translate/figs-exclusive]])<br><br>###Que voulait dire Paul par les expressions " en Christ ", " dans le Seigneur ", etc...<br><br>Paul voulait exprimer l'idée d'une union très étroite entre le Christ et les croyants. Veuillez vous reporter à l'introduction du livre de Romains pour plus de détails sur ce type d'expression.<br><br>###Quels sont les principaux problèmes textuels du texte du livre de 2 Timothée ?<br><br>Pour les versets suivants, les manuscrits grecs les plus anciens diffèrent des manuscrits grecs ultérieurs. Les traductions modernes peuvent également différer en fonction du manuscrit grec dont elles sont issues. Le texte ULT traduit le grec à partir des manuscrits les plus anciens, et met les différences avec les manuscrits ultérieurs dans une note de bas de page. Si une traduction de la Bible existe déjà dans la région générale, les traducteurs devraient envisager de suivre la décision prise dans cette traduction. Sinon, il est conseillé aux traducteurs de suivre les manuscrits grecs les plus anciens tels qu'ils sont reflétés dans le texte de l'ULT.<br>* " C'est à cause de cela que j'ai été établi prédicateur, apôtre et enseignant " (1:11). Certains manuscrits plus tardifs lisent : " C'est à cause de cela que j'ai été établi prédicateur, apôtre et docteur des Gentils. "<br>* " Avertissez-les devant Dieu " (2:14). Certains manuscrits ultérieurs lisent : " Avertissez-les devant le Seigneur. "<br><br>(Voir : [[rc://fr/ta/man/translate/translate-textvariants]]).

2TI	1	intro	p5lf			0		# 2 Timothée 1 Notes générales<br><br>## Structure et mise en forme<br><br>Paul introduit formellement cette lettre dans les versets 1-2. Les écrivains commençaient souvent les lettres de cette façon dans le Proche-Orient ancien.<br><br>## Notions spéciales dans ce chapitre<br><br>###Enfants spirituels<br><br>Paul a fait de Timothée un disciple en tant que chrétien et responsable d'église. Paul peut également l'avoir amené à croire en Christ. Par conséquent, Paul appelle Timothée "enfant bien-aimé". Ainsi, même si Paul n'était pas le père de Timothée, Paul parle de sa relation avec Timothée comme celle d'un père et d'un fils dans un sens spirituel. (Voir : [[rc://fr/ta/man/translate/figs-metaphor]])<br><br>## Autres difficultés de traduction possibles dans ce chapitre<br><br>### Persécution<br><br>Paul était en prison lorsqu'il a écrit cette lettre. Paul encourage Timothée à être prêt à souffrir pour l'évangile.

2TI	1	1	p001	translate-names	Παῦλος	1	Paul	C'est le nom d'un homme, l'auteur de la lettre. (Voir : [[rc://fr/ta/man/translate/translate-names]])

2TI	1	1	ha4l		Παῦλος	1	Paul	Cette lettre suit l'usage normal de l'époque en commençant par le nom et l'identité de l'auteur, puis en mentionnant le destinataire (au verset 2). Votre langue a peut-être une façon particulière de présenter l'auteur d'une lettre. Si c'est le cas, vous pouvez l'utiliser dans votre traduction. Traduction alternative : "C'est moi, Paul, qui écris cette lettre".

2TI	1	1	vl2g		διὰ θελήματος Θεοῦ	1	through the will of God	Paul est devenu apôtre parce que Dieu a voulu qu'il le soit. Traduction alternative : "par la volonté de Dieu" ou "parce que Dieu a voulu qu'il en soit ainsi".
