Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote

3JN	front	intro	kwv9			0		Introduction à 3 Jean\n\n### Première partie : Introduction générale\n\n### Plan du livre de 3 Jean\n\n1. Introduction (1:1)\n2. Encouragements et instructions pour faire preuve d'hospitalité (1:2-8)\n3. Diotrèphe et Démétrius (1:9-12)\N4. Conclusion (1:13-14)\n\N### Qui a écrit le livre de 3 Jean ? \n\NLa lettre ne donne pas le nom de l'auteur. L'auteur s'est seulement identifié comme **L'ancien** (1:1). La lettre a probablement été écrite par l'apôtre Jean vers la fin de sa vie. De quoi parle le livre de 3 Jean ? Jean a écrit cette lettre à un croyant nommé Gaïus. Il demande à Gaïus d'être hospitalier envers les autres croyants qui voyagent dans sa région. Comment traduire le titre de ce livre ? Les traducteurs peuvent choisir d'appeler ce livre par son titre traditionnel, "3 Jean" ou "Troisième Jean". Ou bien ils peuvent choisir un titre plus clair, tel que "La troisième lettre de Jean" ou "La troisième lettre que Jean a écrite". (Voir : [[rc://en/ta/man/translate/translate-names]])\n\n## Partie 2 : Concepts religieux et culturels importants\n\n### Qu'est-ce que l'hospitalité ? \n\nL'hospitalité était un concept important dans le Proche-Orient ancien. Il était important d'être amical envers les étrangers ou les marginaux et de leur apporter de l'aide s'ils en avaient besoin. Dans 2 Jean, Jean décourage les chrétiens de faire preuve d'hospitalité envers les faux enseignants. Dans 3 Jean, Jean encourage les chrétiens à faire preuve d'hospitalité envers les enseignants fidèles. Partie 3 : Questions importantes de traduction. Comment l'auteur utilise-t-il les relations familiales dans sa lettre ? L'auteur utilise les termes **frère** et **enfants** d'une manière qui peut prêter à confusion. Les Écritures ont souvent utilisé le terme **frères** pour faire référence aux Juifs. Mais dans cette lettre, Jean a utilisé ce mot pour se référer aux chrétiens. De plus, Jean a appelé certains croyants ses **enfants**. Il s'agit de croyants à qui il a appris à obéir au Christ. Jean a également utilisé le terme **Gentil** d'une manière qui peut prêter à confusion. Les Écritures utilisent souvent le terme **Gentil** pour désigner les personnes qui ne sont pas juives. Mais dans cette lettre, Jean utilise ce mot pour désigner ceux qui ne croient pas en Jésus.

3JN	1	1	rni7	figs-you		0	General Information:	Ceci est une lettre personnelle de Jean à Gaius. Toutes les occurrences de **vous** et **votre** se réfèrent à Gaius et sont au singulier. (Voir : [[rc://en/ta/man/translate/figs-you]])

3JN	1	1	w99t	figs-explicit	ὁ πρεσβύτερος	1	The elder	**L'ancien** fait référence à Jean, l'apôtre et disciple de Jésus. Il se désigne lui-même comme **l'ancien** soit en raison de son âge avancé, soit parce qu'il est un responsable de l'église. Le nom de l'auteur peut être explicité : "Moi, Jean l'ancien, j'écris" (voir : [[rc://en/ta/man/translate/figs-explicit]]).

3JN	1	1	lls6	translate-names	Γαΐῳ	1	to … Gaius	Il s'agit d'un coreligionnaire à qui Jean écrit cette lettre. (Voir : [[rc://en/ta/man/translate/translate-names]])

3JN	1	1	mp9w		ὃν ἐγὼ ἀγαπῶ ἐν ἀληθείᾳ	1	whom I love in truth	Traduction alternative : "que j'aime vraiment"

3JN	1	2	v6dv		περὶ πάντων εὔχομαί σε εὐοδοῦσθαι καὶ ὑγιαίνειν	1	I pray concerning everything for you to prosper and to be healthy	Traduction alternative : "Je prie pour que vous puissiez réussir en toutes choses et être en bonne santé".

