Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote

2JN	front	intro	vpa9			0		Introduction à 2 Jean<br><br><br>### Première partie : Introduction générale<br><br>#### Schéma du livre de 2 Jean<br><br>1. Ouverture de la lettre (1:1-3)<br>2. Encouragement et commandement de s'aimer les uns les autres (1:4-6)<br>3. Mise en garde contre les faux enseignants (1:7-11)<br>4. Clôture de la lettre (1:12-13)<br><br>### Qui a écrit le livre de 2 Jean?<br><br>L'auteur de cette lettre s'identifie seulement comme "l'ancien". Cependant, le contenu de 2 Jean est similaire à celui de l'évangile de Jean. Cela suggère que l'apôtre Jean a écrit cette lettre, et il l'aurait fait vers la fin de sa vie.<br><br>### A qui le livre de 2 Jean a-t-il été écrit ? <br><br>L'auteur adresse cette lettre à quelqu'un qu'il appelle "la dame élue" et à "ses enfants" (1:1). Bien que cela puisse faire référence à une femme spécifique et à ses enfants, cette interprétation est peu probable. Plus probablement, il s'agit d'une manière figurative de faire référence à une congrégation spécifique et à ses membres. Cette interprétation est soutenue par la façon dont Jean se réfère à la congrégation avec lui comme "les enfants de ta sœur élue" au verset 13. Ce serait une métaphore facilement compréhensible, puisque le mot pour "église" en grec est un nom féminin. (Voir : [[rc://en/ta/man/translate/figs-metaphor]])<br><br>####De quoi parle le livre de 2 Jean ?<br><br>Il semble que Jean ait adressé cette lettre à une congrégation spécifique de croyants. Le but de Jean en leur écrivant cette lettre était de mettre en garde son auditoire contre les faux enseignants. Jean ne voulait pas que les croyants aident ou donnent de l'argent aux faux enseignants.<br><br>Il avait probablement l'intention de transmettre ce message à tous les croyants en général.<br><br>### Comment traduire le titre de ce livre?<br><br>Les traducteurs peuvent choisir d'appeler ce livre par son titre traditionnel, "2 Jean" ou "Second Jean". Ou ils peuvent choisir un titre différent, tel que "La deuxième lettre de Jean" ou "La deuxième lettre que Jean a écrite." (Voir : [[rc://en/ta/man/translate/translate-names]])<br><br>## Partie 2 : Concepts religieux et culturels importants<br><br>### Qu'est-ce que l'hospitalité?<br><br>L'hospitalité était un concept important dans le Proche-Orient ancien. Il était important d'être amical envers les étrangers ou les marginaux et de leur apporter de l'aide s'ils en avaient besoin. Jean voulait que les croyants offrent l'hospitalité aux invités. Cependant, il ne voulait pas que les croyants offrent l'hospitalité aux faux enseignants.<br><br>#### Qui étaient les gens contre lesquels Jean a parlé ?<br><br>Les gens contre lesquels Jean a parlé pourraient être ceux qui ont été connus plus tard comme des gnostiques. Ces personnes croyaient que le monde physique était mauvais. Puisque le corps physique était considéré comme mauvais, ils ne pensaient pas que Dieu pouvait devenir humain. Par conséquent, ils croyaient que Jésus était divin mais niaient qu'il était humain. (Voir : [[rc://en/tw/dict/bible/kt/evil]])<br><br>## Partie 3 : Questions importantes de traduction<br><br>#### Quelles sont les questions textuelles majeures dans le texte du livre de 2 Jean ?<br><br>En [1:12](../01/12.md), la plupart des versions modernes de la Bible lisent " notre joie ". Il existe une autre lecture traditionnelle qui dit "votre joie". Si une version de la Bible existe déjà dans votre région, vous devriez envisager d'utiliser la lecture de cette version dans votre traduction. Sinon, vous pouvez suivre la lecture que la plupart des spécialistes de la Bible considèrent comme authentique et dire "notre joie". Dans ce cas, "notre" comprendrait à la fois Jean et les destinataires de la lettre. (Voir : [[rc://en/ta/man/translate/translate-textvariants]])

2JN	1	1	uspy	figs-123person	ὁ πρεσβύτερος	1	The elder	Dans cette culture, les auteurs de lettres donnaient d'abord leur propre nom, en se référant à eux-mêmes à la troisième personne. Si cela prête à confusion dans votre langue, vous pouvez utiliser la première personne ici. Ou si votre langue a une façon particulière de présenter l'auteur d'une lettre, et si cela peut être utile à vos lecteurs, vous pouvez l'utiliser ici. Traduction alternative : "C'est moi, l'aîné, qui écris cette lettre" (Voir : [[rc://en/ta/man/translate/figs-123person]])

2JN	1	1	z4tk	figs-explicit	ὁ πρεσβύτερος	1	The elder	**L'ancien** signifie probablement Jean, l'apôtre et disciple de Jésus. Il se réfère à lui-même comme **ancien** soit à cause de son âge avancé, soit parce qu'il est un leader dans l'église, soit les deux. Si vous avez un terme pour désigner un leader plus âgé et respecté, vous pouvez l'utiliser ici. Traduction alternative : "Moi, Jean, j'écris cette lettre" ou Traduction alternative : "Moi, Jean l'ancien, j'écris cette lettre" (Voir : [[rc://en/ta/man/translate/figs-explicit]])

2JN	1	1	y7hw	figs-123person	ἐκλεκτῇ κυρίᾳ καὶ τοῖς τέκνοις αὐτῆς	1	to the chosen lady and her children	Dans cette culture, les épistoliers nommaient ensuite les destinataires, en se référant à eux à la troisième personne. Si cela prête à confusion dans votre langue, vous pouvez utiliser la deuxième personne ici. Ou si votre langue a une façon particulière de présenter la personne qui reçoit une lettre, et si cela peut être utile à vos lecteurs, vous pouvez l'utiliser ici. Traduction alternative : "à vous, dame élue, et à vos enfants" (Voir : [[rc://en/ta/man/translate/figs-123person]])

2JN	1	1	a9w3	figs-metaphor	ἐκλεκτῇ κυρίᾳ	1	to the chosen lady	Ici, **dame choisie** pourrait signifier : (1) Jean écrit à une église et décrit figurativement le groupe de croyants comme une **dame**>. (En grec, le mot pour "église" est féminin.) (2) Jean écrit à une femme spécifique et se réfère à elle respectueusement comme **dame**>. Autre traduction : "à l'église choisie" (Voir : [[rc://en/ta/man/translate/figs-metaphor]])
