Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote

2CO	front	intro	ur4j			0		# Introduction à 2 Corinthiens<br><br>## Première partie : Introduction générale<br><br>#### Schéma du livre de 2 Corinthiens<br><br>1. Paul remercie Dieu pour les chrétiens de Corinthe (1:1-11)<br>1. Paul explique sa conduite et son ministère (1:12-7:16)<br>1. Paul parle de la contribution financière pour l'église de Jérusalem (8:1-9:15)<br>1. Paul défend son autorité en tant qu'apôtre (10:1-13:10)<br>1. Paul donne des salutations finales et des encouragements (13:11-14)<br><br>### Qui a écrit le livre de 2 Corinthiens?<br><br>Paul en était l'auteur. Il était originaire de la ville de Tarse. Il avait été connu sous le nom de Saul dans sa première vie. Avant de devenir chrétien, Paul était un pharisien. Il a persécuté les chrétiens. Après être devenu chrétien, il a voyagé plusieurs fois dans l'Empire romain pour parler de Jésus aux gens.<br><br>Paul a fondé l'église de Corinthe. Il séjournait dans la ville d'Éphèse lorsqu'il a écrit cette lettre.<br><br>#### De quoi parle le livre de 2 Corinthiens ? <br><br>Dans 2 Corinthiens, Paul a continué à écrire sur les conflits entre les chrétiens de la ville de Corinthe. Il est clair dans cette lettre que les Corinthiens avaient obéi aux instructions qu'il leur avait données précédemment. Dans 2 Corinthiens, Paul les a encouragés à vivre d'une manière qui plairait à Dieu.<br><br>Paul a également écrit pour leur assurer que Jésus-Christ l'a envoyé comme apôtre pour prêcher l'Évangile. Paul voulait qu'ils comprennent cela, car un groupe de chrétiens juifs s'opposait à ce qu'il faisait. Ils affirmaient que Paul n'était pas envoyé par Dieu et qu'il enseignait un faux message. Ce groupe de chrétiens juifs voulait que les chrétiens païens obéissent à la loi de Moïse.<br><br>### Comment traduire le titre de ce livre ?<br><br>Les traducteurs peuvent choisir d'appeler ce livre par son titre traditionnel, "Deuxième Corinthiens." Ou ils peuvent choisir un titre plus clair, tel que "Deuxième lettre de Paul à l'Église de Corinthe." (Voir : [[rc://fr/ta/man/translate/translate-names]])<br><br>## Partie 2 : Concepts religieux et culturels importants<br><br>#### A quoi ressemblait la ville de Corinthe ?<br><br>Corinthe était une ville importante située dans la Grèce antique. Comme elle était proche de la mer Méditerranée, de nombreux voyageurs et commerçants venaient y acheter et vendre des marchandises. Cela a fait en sorte que la ville avait des gens de nombreuses cultures différentes. La ville était célèbre pour ses habitants qui vivaient de manière immorale. Les habitants vénéraient Aphrodite, la déesse grecque de l'amour. Dans le cadre des cérémonies honorant Aphrodite, ses adorateurs avaient des rapports sexuels avec les prostituées du temple.<br><br>#### Que voulait dire Paul par "faux apôtres" (11:13)?<br><br>Il s'agissait de chrétiens juifs. Ils enseignaient que les chrétiens païens devaient obéir à la loi de Moïse pour suivre le Christ. Les dirigeants chrétiens s'étaient réunis à Jérusalem et avaient décidé de cette question (Voir : Actes 15). Cependant, il est clair qu'il y avait encore des groupes qui n'étaient pas d'accord avec ce que les dirigeants de Jérusalem avaient décidé.<br><br>## Partie 3 : Questions importantes de traduction<br><br>### Singulier et pluriel "vous"<br><br>Dans ce livre, le mot "je" fait référence à Paul. De même, le mot "vous" est presque toujours au pluriel et fait référence aux croyants de Corinthe. Il y a deux exceptions à cette règle : 6:2 et 12:9. (Voir : [[rc://fr/ta/man/translate/figs-exclusive]] et [[rc://fr/ta/man/translate/figs-you]])<br><br>### Comment les idées de " saint " et de " sanctifier " sont-elles représentées dans 2 Corinthiens dans l'ULT ? <br><br>Les Écritures utilisent ces mots pour indiquer l'une quelconque de diverses idées. Pour cette raison, il est souvent difficile pour les traducteurs de bien les représenter dans leurs versions. En traduisant en anglais, l'ULT utilise les principes suivants:<br>* Parfois, le sens d'un passage implique la sainteté morale. Le fait que Dieu considère les chrétiens comme étant sans péché parce qu'ils sont unis à Jésus-Christ est particulièrement important pour comprendre l'évangile. Un autre fait connexe est que Dieu est parfait et sans défaut. Un troisième fait est que les chrétiens doivent se comporter dans la vie d'une manière irréprochable et sans défaut. Dans ces cas, l'ULT utilise " saint ", " Dieu saint ", " saints " ou " personnes saintes ". <br>* Le sens de la plupart des passages de 2 Corinthiens est une simple référence aux chrétiens sans impliquer un rôle particulier rempli par eux. Dans ces cas, l'ULT utilise "croyant" ou "croyants". (Voir : 1:1 ; 8:4 ; 9:1, 12 ; 13:13)<br>* Parfois, le sens du passage implique l'idée de quelqu'un ou de quelque chose mis à part pour Dieu seul. Dans ces cas, l'ULT utilise "mis à part", "dédié à", "réservé pour" ou "sanctifié"<br><br>L'UST sera souvent utile lorsque les traducteurs réfléchiront à la façon de représenter ces idées dans leurs propres versions.<br><br>###Que voulait dire Paul par des expressions comme " en Christ " et " dans le Seigneur " ?<br><br>Ce genre d'expression se retrouve dans 1:19, 20 ; 2:12, 17 ; 3:14 ; 5:17, 19, 21 ; 10:17 ; 12:2, 19 ; et 13:4. Paul a voulu exprimer l'idée d'une union très étroite entre le Christ et les croyants. En même temps, il a souvent voulu donner d'autres significations. Voir, par exemple, " Une porte m'a été ouverte dans le Seigneur " (2:12), où Paul voulait spécifiquement dire qu'une porte avait été ouverte pour Paul par le Seigneur.<br><br>Voir l'introduction au livre de Romains pour plus de détails sur ce genre d'expression.<br><br>#### Que signifie être une " nouvelle création " en Christ (5:17)?<br><br>Le message de Paul était que Dieu fait des chrétiens une partie d'un " monde nouveau " quand une personne croit en Christ. Dieu donne un nouveau monde de sainteté, de paix et de joie. Dans ce nouveau monde, les croyants ont une nouvelle nature qui leur a été donnée par le Saint-Esprit. Les traducteurs devraient essayer d'exprimer cette idée.<br><br>### Quels sont les problèmes majeurs du texte du livre de 2 Corinthiens?<br>* "et dans votre amour pour nous" (8:7). De nombreuses versions, y compris l'ULT et l'UST, lisent de cette façon. Cependant, de nombreuses autres versions lisent : "et dans notre amour pour vous". Il existe des preuves solides que chaque lecture est originale. Les traducteurs devraient probablement suivre la lecture préférée par les autres versions de leur région.<br><br>(Voir : [[rc://fr/ta/man/translate/translate-textvariants]])

2CO	1	intro	tsh3			0		# 2 Corinthiens 1 Notes générales<br><br>## Structure et mise en forme<br><br>Le premier paragraphe reflète une façon courante de commencer une lettre dans le Proche-Orient ancien.<br><br>## Concepts spéciaux<br><br>### L'intégrité de Paul<br><br>Les gens critiquaient Paul et disaient qu'il n'était pas sincère.  Le Saint-Esprit réconforte les chrétiens. Les Corinthiens étaient probablement affligés et avaient besoin d'être réconfortés.<br><br>##Importantes figures de style dans ce chapitre<br><br>###Question rhétorique<br><br>Paul utilise deux questions rhétoriques pour se défendre contre une accusation de manque de sincérité. (Voir : [[rc://fr/ta/man/translate/figs-rquestion]])<br><br>### Autres difficultés de traduction possibles dans ce chapitre<br><br>### Nous<br><br>Paul utilise le pronom "nous". Cela représente probablement au moins Timothée et lui-même. Il peut aussi inclure d'autres personnes.<br><br>### Garantie<br><br>Paul dit que le Saint-Esprit est la garantie, ce qui signifie gage ou acompte, de la vie éternelle du chrétien. Les chrétiens sont sauvés en toute sécurité. Mais ils ne feront l'expérience de toutes les promesses données par Dieu qu'après leur mort. Le Saint-Esprit est une garantie personnelle que cela se produira. Cette idée vient d'un terme commercial. Une personne donne un objet de valeur à une autre personne comme "garantie" qu'elle remboursera l'argent. (Voir : [[rc://fr/tw/dict/bible/kt/eternity]] et [[rc://fr/tw/dict/bible/kt/save]])

2CO	1	1	epd2			0	General Information:	Après la salutation de Paul à l'église de Corinthe, il écrit sur la souffrance et le réconfort par Jésus-Christ. Timothée est également avec lui. Le mot "vous" tout au long de cette lettre fait référence aux membres de l'église de Corinthe et au reste des chrétiens de cette région. Il est possible que Timothée écrive sur du papier parchemin les paroles de Paul.

2CO	1	1	mel3		Παῦλος…τῇ ἐκκλησίᾳ τοῦ Θεοῦ τῇ οὔσῃ ἐν Κορίνθῳ	1	Paul … to the church of God that is in Corinth	Votre langue peut avoir une façon particulière de présenter l'auteur d'une lettre et son public cible. Traduction alternative : "Moi, Paul..., je vous ai écrit cette lettre, à vous, l'Église de Dieu qui est à Corinthe".

2CO	1	1	f59u		Τιμόθεος ὁ ἀδελφὸς	1	Timothy our brother	Le mot **> notre <** indique que Paul et les Corinthiens connaissaient tous deux **> Timothée <** et le considéraient comme leur **> frère spirituel <**> .
