Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote

2PE	front	intro	mvk9			0		# Introduction à 2 Pierre<br><br>## Première partie : Introduction générale<br><br>#### Schéma du livre de 2 Pierre<br><br>1. Introduction (1:1-2)<br>1. Rappel de mener une vie pieuse parce que Dieu nous a rendus capables de le faire (1:3-15)<br>1. Rappel de la véracité de l'enseignement apostolique (1:16-21)<br>1. Prédiction des faux enseignants (2:1-3)<br>1. Exemples de jugement divin (2:4-10a)<br>1. Description et dénonciation des faux enseignants (2:10b-22)<br>1. Rappel que Jésus reviendra au bon moment (3:1-13)<br>1. Exhortation finale à mener une vie pieuse (3:14-17)<br><br>### Qui a écrit le livre de 2 Pierre?<br><br>L'auteur s'est identifié comme Simon Pierre. Simon Pierre était un apôtre. Il a également écrit le livre de 1 Pierre. Pierre a probablement écrit cette lettre alors qu'il était en prison à Rome, juste avant de mourir. Pierre a appelé cette lettre sa deuxième lettre, nous pouvons donc la dater après 1 Pierre. Il a adressé cette lettre au même public que sa première lettre. Le public était probablement constitué de chrétiens dispersés dans toute l'Asie Mineure.<br><br>### De quoi parle le livre de 2 Pierre ?<br><br>Pierre a écrit cette lettre pour encourager les croyants à mener une bonne vie. Il les a mis en garde contre les faux enseignants qui disaient que Jésus mettait trop de temps à revenir. Il leur a dit que Jésus n'était pas lent à revenir. Au contraire, Dieu donnait aux gens le temps de se repentir afin qu'ils soient sauvés.<br><br>### Comment traduire le titre de ce livre?<br><br>Les traducteurs peuvent choisir d'appeler ce livre par son titre traditionnel, "2 Pierre" ou "Second Pierre". Ou ils peuvent choisir un titre plus clair, comme "La deuxième lettre de Pierre" ou "La deuxième lettre que Pierre a écrite." (Voir : [[rc://fr/ta/man/translate/translate-names]])<br><br>## Partie 2 : Concepts religieux et culturels importants<br><br>### Qui étaient les personnes contre lesquelles Pierre a parlé ?<br><br>Il est possible que les personnes contre lesquelles Pierre a parlé étaient celles qui seraient connues sous le nom de gnostiques. Ces enseignants déformaient les enseignements des Écritures pour leur propre profit. Ils vivaient de manière immorale et enseignaient aux autres à faire de même.<br><br>###Qu'est-ce que cela signifie que Dieu a inspiré les Écritures?<br><br>La doctrine des Écritures est très importante. 2 Pierre aide les lecteurs à comprendre que, si chaque auteur de l'Écriture avait sa propre façon distincte d'écrire, Dieu est le véritable auteur de l'Écriture (1:20-21).<br><br>## Partie 3 : Questions importantes de traduction<br><br>### Singulier et pluriel "vous"<br><br>Dans ce livre, le mot "je" fait référence à Pierre. De même, le mot "vous" est toujours pluriel et fait référence à l'auditoire de Pierre. (Voir : [[rc://fr/ta/man/translate/figs-exclusive]] et [[rc://fr/ta/man/translate/figs-you]])<br><br>###Quels sont les problèmes majeurs du texte du livre de 2 Pierre ?<br><br>Pour les versets suivants, il y a des différences entre certains manuscrits anciens. Le texte ULT suit la lecture que la plupart des érudits considèrent comme originale et met l'autre lecture dans une note de bas de page. Si une traduction de la Bible existe dans la langue de communication la plus répandue dans la région, les traducteurs peuvent envisager d'utiliser la lecture trouvée dans cette version. Si ce n'est pas le cas, il est conseillé aux traducteurs de suivre la lecture de l'ULT.<br>* " être tenus dans des chaînes de ténèbres inférieures jusqu'au jugement " (2:4). Certains manuscrits anciens ont, "d'être gardés dans des fosses de ténèbres inférieures jusqu'au jugement."<br>* "Ils jouissent de leurs actions trompeuses pendant qu'ils festoient avec vous" (2:13). Quelques manuscrits ont : " Ils jouissent de leurs actions pendant qu'ils festoient avec vous dans des fêtes d'amour. "<br>* " Bosor " (2:15). Quelques autres manuscrits ont : " Beor. "<br>* " Les éléments seront brûlés par le feu, et la terre et les actes qu'elle contient seront révélés " (3:10). D'autres manuscrits ont : "Les éléments seront brûlés par le feu, et la terre et les actes qui s'y trouvent seront révélés."<br><br>(Voir : [[rc://fr/ta/man/translate/translate-textvariants]]).

2PE	1	intro	wjw5			0		# 2 Pierre 1 Notes générales<br><br>## Structure et mise en forme<br><br>1. Introduction (1:1-2)<br>2. Rappel de mener une bonne vie, car Dieu nous a rendus capables de le faire (1:3-15)<br>3. Rappel de la véracité de l'enseignement apostolique (1:16-21)<br><br>Pierre commence cette lettre dans [1:1-2](../01/01.md) en donnant son nom, en identifiant les personnes à qui il écrit et en offrant une salutation. C'est ainsi que les gens commençaient généralement les lettres à cette époque.<br><br>## Concepts spéciaux dans ce chapitre<br><br>### Connaissance de Dieu<br><br>Avoir une connaissance expérientielle de Dieu signifie lui appartenir ou avoir une relation avec lui. Ici, la "connaissance" est plus qu'une simple connaissance mentale de Dieu. C'est la connaissance d'une relation personnelle dans laquelle Dieu sauve une personne et lui donne la grâce et la paix. (Voir : [[rc://fr/tw/dict/bible/other/know]])<br><br>### Vivre des vies pieuses<br><br>Pierre enseigne que Dieu a donné aux croyants tout ce dont ils ont besoin pour vivre des vies pieuses. Par conséquent, les croyants devraient faire tout ce qu'ils peuvent pour obéir à Dieu de plus en plus. Si les croyants continuent à faire cela, ils seront efficaces et productifs dans leur relation avec Jésus. Cependant, si les croyants ne continuent pas à mener une vie pieuse, c'est comme s'ils avaient oublié ce que Dieu a fait par le Christ pour les sauver. (Voir : [[rc://fr/tw/dict/bible/kt/godly]] et [[rc://fr/tw/dict/bible/kt/save]])<br><br>## D'autres difficultés de traduction possibles dans ce chapitre<br><br>### La vérité de l'Écriture<br><br>Pierre enseigne que les prophéties de l'Écriture n'ont pas été inventées par des hommes. Le Saint-Esprit a révélé le message de Dieu aux hommes qui les ont prononcées ou écrites. De même, Pierre et les autres apôtres n'ont pas inventé les histoires qu'ils ont racontées sur Jésus. Ils ont été témoins de ce que Jésus a fait et ont entendu Dieu appeler Jésus son fils.

2PE	1	1	n1di	figs-123person	Σίμων Πέτρος	1		Dans cette culture, les auteurs de lettres donnent d'abord leur propre nom et se réfèrent à eux-mêmes à la troisième personne. Si cela peut prêter à confusion dans votre langue, vous pouvez utiliser la première personne. Si votre langue a une façon particulière de présenter l'auteur d'une lettre, vous pouvez également l'utiliser. Traduction alternative : "Moi, Simon Pierre, j'écris cette lettre" ou "De Simon Pierre" (Voir : [[rc://fr/ta/man/translate/figs-123person]])

2PE	1	1	xf2u	translate-names	Σίμων Πέτρος	1		**Simon Pierre** est le nom d'un homme, un disciple de Jésus. Voir les informations le concernant dans la première partie de l'introduction à 2 Pierre. (Voir : [[rc://fr/ta/man/translate/translate-names]])

2PE	1	1	v381	figs-distinguish	δοῦλος καὶ ἀπόστολος Ἰησοῦ Χριστοῦ	1	a servant and apostle of Jesus Christ	Cette phrase donne des informations supplémentaires sur Simon Pierre. Il se décrit comme étant à la fois un **serviteur de Jésus-Christ** et celui qui a reçu la position et l'autorité d'être l'apôtre **du Christ**>. (Voir : [[rc://fr/ta/man/translate/figs-distinguish]])
