Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote

1TH	front	intro	jp2y			0		# Introduction à 1 Thessaloniciens<br><br>## Première partie : Introduction générale<br><br>#### Schéma du livre de 1 Thessaloniciens<br><br>Dans cette lettre, l'apôtre Paul, avec Silvain et Timothée, encourage et lance des appels à l'église thessalonienne (Voir : rc://fr//tw/bible/names/thessalonica.md). Paul est le porte-parole de tous, utilisant le "nous" pour désigner le groupe, mais à certains endroits, il parle pour lui-même en utilisant le "je" (voir [2:18](../02/18.md) ; [3:5](../03/05.md) ; [5:27](../05/27.md)). Le récit de fond de l'activité des apôtres à Thessalonique se trouve dans Actes 17:1-10.<br><br>1. Souvenirs apostoliques de l'église thessalonienne (1:1-10)<br> * Salutation (1:1)<br> * Action de grâce pour les chrétiens thessaloniciens (1:2-4)<br> * Exemples de souffrance des Thessaloniciens (1:6-10)<br>2. Autorité apostolique (2:1-16)<br> * Persécution de l'église (2:1-13)<br> * Opposition à l'église (2:14-16)<br>3. Visite de Timothée à Thessalonique (3:1-13)<br> * Raison de la visite (3:1-5)<br> * Rapport sur la visite (3:6-13)<br>4. Enseignements apostoliques (4:1-18)<br> * Sainteté (4:1-8)<br> * Amour chrétien (4:9-12)<br> * Mode de la seconde venue du Christ (4:13-18)<br>5. Enseignements finaux (5:1-28)<br> * Moment de la seconde venue du Christ (5:1-10)<br> * Appels et enseignements finaux (5:11-28)<br><br>### Qui a écrit 1 Thessaloniciens ? <br><br>Paul a écrit 1 Thessaloniciens, en écrivant avec l'accord de Silvain et de Timothée. Paul était originaire de la ville de Tarse. Il avait été connu sous le nom de Saul dans sa première vie. Avant de devenir chrétien, Saul était un pharisien. Il a persécuté les chrétiens. Après être devenu chrétien, Paul a voyagé plusieurs fois dans l'Empire romain pour parler de Jésus aux gens. Paul a écrit cette lettre lors d'un séjour dans la ville de Corinthe.  De nombreux spécialistes pensent que 1 Thessaloniciens était la première lettre que Paul a écrite de toutes les lettres de Paul qui se trouvent dans la Bible.<br><br>Silvanus est également mentionné dans 2 Corinthiens 1:19 ; 2 Thessaloniciens 1:1 ; 1 Pierre 5:12. " Silas ", le nom utilisé dans le livre des Actes, est une forme contractée de Silvanus ; Silas et Silvanus sont considérés comme la même personne. Timothée était le responsable de l'église d'Ephèse (voir 1 Timothée 1:1-4). Paul a écrit cette lettre alors qu'il séjournait dans la ville de Corinthe avec ces deux hommes. La mention de ces trois hommes en 1:1 indique qu'ils se trouvaient ensemble à Thessalonique à un moment donné.<br><br>### De quoi parle le livre de 1 Thessaloniciens ?<br><br>Paul a écrit cette lettre à l'église de la ville de Thessalonique, après que les Juifs de la ville l'aient forcé à partir. L'ancienne Thessalonique était située sur la côte sud-est de l'ancienne Macédoine, et est maintenant appelée Thessalonique, située dans le nord-est de la Grèce. (Voir : rc://fr//ta/man/translate/writing-background). Dans cette lettre, Paul dit qu'il considère sa visite chez eux comme un succès, même s'il a été forcé de partir (Voir Actes 17:1-10).<br><br>Paul a répondu aux nouvelles de Timothée concernant les croyants thessaloniciens. Les croyants de cette région étaient persécutés. Il les a encouragés à continuer à vivre d'une manière qui plaise à Dieu. Il les a également réconfortés en leur expliquant ce qui arrive à ceux qui meurent avant le retour du Christ.<br><br>### Comment traduire le titre de ce livre?<br><br>Les traducteurs peuvent choisir d'appeler ce livre par son titre traditionnel, "1 Thessaloniciens" ou "Premiers Thessaloniciens". Ils peuvent au contraire préférer choisir un titre plus clair, tel que "La première lettre de Paul à l'Église de Thessalonique" ou "La première lettre à l'Église de Thessalonique." (Voir : [[rc://fr/ta/man/translate/translate-names]])<br><br>## Partie 2 : Concepts religieux et culturels importants<br><br>### Trinité<br><br>Dans cette lettre, la doctrine de la Sainte Trinité trouve un appui solide. Les termes : Dieu, Père, Fils, Seigneur, Jésus et Saint-Esprit apparaissent de nombreuses fois. (Voir : [[rc://fr/tw/bible/kt/god]])<br><br>### L'évangile<br><br>Dans cette lettre, Paul fait fréquemment référence au ministère de l'évangile des apôtres et utilise différentes expressions pour communiquer le concept de la bonne nouvelle de Dieu concernant Jésus-Christ. (Voir : [[rc://fr/tw/bible/kt/goodnews]])<br><br>### La prière<br><br>Paul rassure les Thessaloniciens en leur disant que son groupe d'apôtres prie fréquemment pour eux (Voir [1:2](../01/02.md)). Il donne aussi des instructions sur la prière (Voir [5:2](../05/02.md)), et demande aux Thessaloniciens de prier pour eux (Voir [5:25](../05/25.md)). (Voir : [[rc://fr/tw/bible/kt/pray]])<br><br>### Foi et fidélité<br><br>Tout au long de la lettre, les Thessaloniciens sont félicités pour leur fidélité à Dieu. Il leur est rappelé de faire confiance à Dieu et de rester fidèles à la vie évangélique. (Voir : [[rc://fr/tw/bible/kt/faithful]], [[rc://fr/tw/bible/kt/faith]])<br><br>### Autorité apostolique<br><br>Une grande partie de cette lettre est une défense de l'autorité des apôtres, basée sur leur enseignement et leur vie. Le terme "apôtres" est utilisé dans [2:6](../02/06.md)) pour renforcer le fait que Paul, Silvain et Timothée sont envoyés par Dieu. (Voir : [[rc://fr/tw/bible/kt/apostle]])<br><br>### Second avènement du Christ<br><br>Paul a beaucoup écrit dans cette lettre sur le retour éventuel de Jésus sur Terre. Lorsque Jésus reviendra, il jugera toute l'humanité. Il régnera également sur la création, et la paix régnera partout.<br><br>### Le sort des chrétiens reposés<br><br>Paul a précisé que ceux qui mourront avant le retour du Christ reviendront à la vie et seront avec Jésus. Ils ne resteront pas morts pour toujours. Paul a écrit cela pour encourager les Thessaloniciens, car certains d'entre eux s'inquiétaient que les chrétiens décédés manquent le grand "jour du Seigneur" lorsque Jésus reviendra.<br><br>#### Idolâtrie<br><br>Le contexte culturel grec et romain de Thessalonique signifiait que de nombreux membres de l'église étaient d'anciens païens qui pratiquaient une certaine forme d'idolâtrie (voir [1:9](../01/09.md)(Voir : [[rc://fr/tw/bible/other/image]]).<br><br>### Souffrances<br><br>Une grande partie de cette lettre traite à la fois des souffrances des apôtres et de l'église de Thessalonique pour leur fidélité à l'évangile. (Voir : [[rc://fr/tw/bible/other/afflict]], [[rc://fr/tw/bible/other/persecute]], [[rc://fr/tw/bible/other/suffer]])<br><br>### Sanctification<br><br><br>Le concept de sainteté est prévalent dans cette lettre. Le chapitre quatre traite de la manière dont un chrétien doit pratiquer une vie sainte. (Voir : [[rc://fr/tw/bible/kt/sanctify]])<br><br>## Partie 3 : Questions importantes de traduction<br><br>#### Que voulait dire Paul par des expressions comme "en Christ" et "en Jésus-Christ" et "dans le Seigneur Jésus-Christ" et "en Dieu le Père" et "dans le Saint-Esprit"?<br><br>Paul voulait exprimer l'idée d'une union entre Dieu et les chrétiens qui inclut les trois personnes de la Trinité. Veuillez vous reporter à l'introduction du livre de Romains pour plus de détails sur ce genre d'expressions.<br><br>###Qu'est-ce que Paul entendait par des expressions telles que "sa venue" et "la venue du Seigneur Jésus" et "la venue du Seigneur Jésus-Christ"?<br><br>Paul a utilisé le mot "venue" d'une manière spécifique par rapport à Jésus-Christ pour désigner le moment où il reviendra sur terre, cette fois en déployant sa gloire et sa puissance et en rassemblant son peuple à lui. Selon les nuances de votre langue, vous devrez peut-être traduire cela par un concept ou un mot particulier.<br><br>####Qu'est-ce que Paul entendait par des expressions comme " la parole de Dieu " ou " la parole du Seigneur " ?<br><br>Tout au long de cette lettre, Paul utilise ces expressions ou abréviations bien connues pour désigner le message de l'Évangile.<br><br>### Que voulait dire Paul par des expressions comme "frères"?<br><br>Tout au long de cette lettre, "frères" est une métaphore qui désigne tous les croyants, y compris les femmes. (Voir [1:4](../01/04.md) ; 2:1, 9, 14, 17 ; 3:7 ; 4:1, 6, 10, 13 ; 5:1, 4, 12, 14, 26, 27)<br><br>### "Nous" et "vous"<br><br>Dans cette lettre, les mots "nous", "notre" et "nos" font référence à Paul, Silvère et Timothée, sauf indication contraire. En outre, "nous", "notre" et "nos" sont utilisés pour indiquer que les trois apôtres sont d'accord avec la lettre.<br><br>#### Principales questions textuelles dans le texte du livre des Premières Thessaloniciens<br><br>Lorsque les anciens manuscrits de la Bible diffèrent, l'ULT met dans son texte la lecture que les érudits considèrent comme la plus exacte, mais il met d'autres lectures possiblement exactes dans des notes de bas de page. Les introductions de chaque chapitre abordent les endroits où les anciens manuscrits diffèrent de manière significative, et les notes abordent à nouveau ces endroits lorsqu'ils apparaissent dans le livre. Si une traduction de la Bible existe déjà dans votre région, envisagez d'utiliser les lectures trouvées dans cette version. Sinon, nous vous recommandons de suivre les lectures du texte de l'ULT. (Voir : rc://fr//ta/man/translate/translate-textvariants)<br>* "Grâce et paix à vous" (Voir [1:1](../01/01.md)). Certains autres manuscrits lisent : "Grâce et paix à vous de la part de Dieu notre Père et du Seigneur Jésus-Christ."<br>* "mais nous sommes devenus de petits enfants au milieu de vous, comme une mère peut consoler ses propres enfants" (Voir [2:7](../02/07.md)). Certains autres manuscrits lisent : " Au contraire, nous étions doux au milieu de vous comme une mère qui console ses propres enfants. "<br>* " Timothée, notre frère et serviteur de Dieu " (Voir [3:2](../03/02.md)). D'autres manuscrits lisent : "Timothée, notre frère et compagnon de travail pour Dieu."<br><br>(Voir : [[rc://fr/ta/man/translate/translate-textvariants]]).

1TH	1	intro	y8c5			0		# 1 Thessaloniciens 1 Notes générales<br><br>### Schéma de 1 Thessaloniciens 1<br><br>1. Salutation (1:1)<br>2. Prière d'action de grâce pour l'église thessalonienne (1:2-10)<br>* Mémoire des Thessaloniciens (1:2-5)<br> * prières apostoliques (1:2)<br> * œuvre des Thessaloniciens (1:2-3)<br> * élection des Thessaloniciens par Dieu (1:4-5)<br>* exemple des Thessaloniciens (1:6-10)<br> * réception de l'enseignement des apôtres (1 :6)<br> * exemples en Macédoine et en Achaïe (1, 7-10)<br> * exemple de souffrance (1, 7)<br> * prédication de l'évangile (1, 8)<br> * détournement de l'idolâtrie vers Dieu (1, 9)<br> * attente de la seconde venue du Christ (1, 10)<br><br># Structure et mise en forme<br><br>Le verset 1 introduit formellement cette lettre. Les lettres dans le Proche-Orient ancien avaient couramment des introductions de ce type.<br>Les versets 2 à 4 donnent une action de grâce générale et un encouragement à l'église thessalonienne.<br><br>## Concepts spéciaux dans ce chapitre<br><br>### Trinité<br><br>Dieu le Père, Dieu le Fils et Dieu le Saint-Esprit sont mentionnés de nombreuses fois dans ce chapitre. Ils sont décrits dans leur identité, leur activité, et l'union que le chrétien a en eux.<br><br>### Les épreuves<br><br>Comme les apôtres avant eux, l'église thessalonienne a enduré la persécution pour l'amour de l'évangile. La manière dont ils ont répondu avec foi au message de l'évangile, même dans l'affliction, puis ont prêché cet évangile à d'autres, a fait d'eux des exemples pour les églises de toutes les régions de Macédoine et d'Achaïe.<br><br>### Fidélité<br><br>Paul mentionne la fidélité de l'église thessalonienne tout au long de ce chapitre. Voir, par exemple, " œuvre de foi " en 1:3, " exemple pour tous ceux qui croient " en 1:7, et " foi envers Dieu " en 1:8.

1TH	1	1	ms5e	figs-ellipsis	Παῦλος, καὶ Σιλουανὸς, καὶ Τιμόθεος; τῇ ἐκκλησίᾳ	1	Paul and Silvanus and Timothy to the church	Ici, certains mots sont omis alors qu'une phrase devrait être complète dans de nombreuses langues. Traduction alternative : "Nous sommes Paul, Silvain et Timothée, écrivant à l'église" (Voir rc://fr/ta/man/translate/figs-ellipsis)

1TH	1	1	zivb	figs-explicit	Παῦλος, καὶ Σιλουανὸς, καὶ Τιμόθεος	1	Paul and Silvanus and Timothy to the church	Paul est considéré comme l'auteur de cette lettre. Silvanus et Timothée sont avec lui pendant qu'il écrit et sont d'accord avec ce qu'il écrit. Si cela n'est pas compris dans votre langue, vous pouvez inclure cette information dans votre traduction. Traduction alternative : "Moi, Paul, avec Silvain et Timothée, j'écris" (Voir : [[rc://fr/ta/man/translate/figs-explicit]])

1TH	1	1	r7n0	translate-names	Σιλουανὸς	1	Paul and Silvanus and Timothy to the church	Le nom **Silvanus** est une forme plus longue du nom **Silas**, la forme du nom utilisée pour ce même homme dans le livre des Actes. Vous pourriez choisir d'utiliser la forme plus courte ici aussi, ou vous pourriez choisir d'utiliser la forme plus longue ici et inclure une note de bas de page expliquant que ce sont des formes du même nom. (Voir : [[rc://fr/ta/man/translate/translate-names]])
